Date,Drill,Athlete Identifier,Playing Position,Start Time,Duration,Participation,Distance Covered(m),Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,Max Speed,Avg Speed,Max HR,Avg HR,HR Exertion,Time in HR Zone 1,Time in HR Zone 2,Time in HR Zone 3,Time in HR Zone 4,Time in HR Zone 5,Time in HR Zone 6,Speed Exertion,Sprint Count,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,New Bodyload,Impacts Zone 1,Impacts Zone 2,Impacts Zone 3,Impacts Zone 4,Impacts Zone 5,Impacts Zone 6,Running Series,Running Imbalance,Running Imbalance Standard Deviation,Running Symmetry Footstrikes,Metabolic Load Time Zone 1,Metabolic Load Time Zone 2,Metabolic Load Time Zone 3,Metabolic Load Time Zone 4,Metabolic Load Time Zone 5,Metabolic Load (relative),Metabolic Power Average,High-Metabolic-Power Distance,Equivalent Distance,Metabolic Load Distance Zone 1,Metabolic Load Distance Zone 2,Metabolic Load Distance Zone 3,Metabolic Load Distance Zone 4,Metabolic Load Distance Zone 5,Metabolic Load (absolute),Repeat Sprints,Sprint Max Acceleration,Sprint Total Distance,Work Rate Effort Count,Work Rate Effort Duration,Work Rate Effort Distance
11/11/16,Set Play Practice,P11,Central Defender,11/11/16 18:26,18.3,Full,420.2,120.5,158.6,73.1,67.9,0,0,19.3,1.4,0,0,0,0,0,0,0,0,0,46.3,11,9,8,3,13,11,0,13.6,174,105,26,4,0,0,0,0,0,0,4.6,0.4,0.1,0.2,0,2.3,2.1,70.6,503.6,292,57.6,26,35.2,9.3,187.1,5,4.4,81.7,0,0,0
11/11/16,Free Time,P11,Central Defender,11/11/16 18:45,8.7,Full,430.7,111.5,232.4,85.4,1.4,0,0,12.9,3,0,0,0,0,0,0,0,0,0,17,5,12,4,1,8,11,0,10.2,145,80,22,1,1,0,0,0,0,0,4.9,0.4,0.1,0.1,0,2.1,4.1,30.8,454.3,340.6,59.3,21.1,9.1,0.7,168.8,1,3.5,14.8,0,0,0
11/11/16,Warm Up,P16,Central Defender,11/11/16 17:32,8,Full,464.1,84.7,217.8,126.3,35.3,0,0,18.6,3.5,155,125.4,15.5,0,2.2,2.9,1.9,1,0,42.1,4,19,3,0,12,1,1,3.7,435,23,2,0,0,0,1,4.2,0,10,4.4,0.8,0.1,0.1,0,2.3,4.8,38.4,496.2,314,110.3,21.1,17.3,0,207.4,2,2.6,41.4,2,0.001389,200.3
11/11/16,Acceleration Runs 3 x 30 90%,P16,Central Defender,11/11/16 17:41,2.6,Full,183.8,15.8,92.5,7.7,23.9,43.9,0,23.9,4.3,160,134.7,7,0,0.7,0.4,0.6,0.9,0,40.1,3,0,2,1,0,1,2,0.9,79,12,0,0,0,0,0,0,0,0,1.4,0,0.1,0.1,0.1,1.1,6.9,61.5,232,110.7,10.8,17.6,25.4,18.5,97,0,3.4,66.5,1,0.000694,100.1
11/11/16,Passing practice,P16,Central Defender,11/11/16 17:55,6.2,Full,353.6,57.1,145.7,119,31.8,0,0,17.7,3.4,181,162.9,38.9,0,0.1,0.3,0.9,2.2,2.8,38.4,8,14,9,0,19,8,2,4,331,23,5,2,0,0,0,0,0,0,2.9,0.6,0.3,0.1,0,1.9,5.2,68.9,415.2,199.2,85.5,53,15.9,0,173.5,3,3.1,176.5,0,0,0
11/11/16,Game  Practice,P16,Central Defender,11/11/16 18:04,14.1,Full,838.3,124.6,291.8,283.2,136.6,2.1,0,19.5,3.6,182,145.5,59.7,0,0.5,5,2.5,2.8,3.4,121.7,7,34,6,1,26,9,4,7,632,65,9,0,0,0,2,2.7,0.2,25,6.2,1.5,0.6,0.1,0,4.4,5.2,157.1,943.2,439.4,241,122.5,32.9,1.7,394.2,1,3.3,51.3,3,0.002083,300.3
11/11/16,Game practice,P16,Central Defender,11/11/16 18:18,8.7,Full,943.9,65.1,313.3,351.5,192.6,21.4,0,21.3,6.5,181,162.7,53.1,0,0,0.6,0.8,4.3,2.9,174.1,2,33,2,0,30,8,1,7.2,816,59,9,0,0,0,2,4.7,1.1,22,5.4,1.9,0.6,0.1,0,4.7,9,184.9,1010.3,446.4,310.9,149,34.9,1,422.3,0,2.5,31.9,6,0.004167,691.8
11/11/16,Set Play Practice,P16,Central Defender,11/11/16 18:26,18.3,Full,339.1,124.4,118,67.4,29.4,0,0,17,1.1,165,129.7,40.3,0,2.2,8.9,4.2,2.9,0,26.8,8,11,8,0,12,7,4,6.3,270,31,2,0,0,1,0,0,0,0,4.3,0.4,0.2,0.1,0,2,1.8,58.9,435.3,227.1,52.4,31.3,20.8,6.8,181.9,5,2.7,53.6,0,0,0
11/11/16,Free Time,P16,Central Defender,11/11/16 18:45,8.7,Full,160.3,61.6,35.6,62.4,0.6,0,0,12.3,1.1,147,118.9,13,0.3,2.8,3.8,1.8,0,0,12,1,5,1,0,3,1,0,1.1,123,0,3,0,0,0,0,0,0,0,2,0.4,0,0,0,0.8,1.6,5.2,177.4,98.1,56.3,5.2,0,0,74.2,0,2.1,13.4,0,0,0
11/11/16,Warm Up,P17,Wide Defender,11/11/16 17:32,8,Full,476.4,70.7,221.6,146.7,30.8,6.6,0,20.5,3.6,159,126.2,19.3,0,1.2,3.2,1.5,2.1,0,48,5,14,5,0,12,4,2,8.2,521,68,16,0,0,0,0,0,0,0,4.3,0.8,0.2,0.1,0,2.5,5.2,53.9,531.3,307.1,114.4,33.4,13.8,6.8,222.1,3,2.8,42.7,2,0.001389,200.2
11/11/16,Acceleration Runs 3 x 30 90%,P17,Wide Defender,11/11/16 17:41,2.6,Full,176,13.5,91.8,8.2,22.9,39.7,0,23.8,4.1,152,128.2,6.7,0,0.6,0.4,0.6,0.9,0,37.8,3,0,2,2,0,0,3,3.1,75,6,11,3,0,0,0,0,0,0,1.4,0.1,0.1,0.1,0.1,1.1,6.9,53.9,230.1,108.2,13.1,14.4,18,21.5,96.2,0,3.1,62.3,1,0.000694,100.2
11/11/16,Passing practice,P17,Wide Defender,11/11/16 17:55,6.2,Full,351.5,51.9,119.1,148.5,32,0,0,16.2,3.4,178,157.6,40.8,0,0,0.1,1.3,1.6,3.2,43.6,8,22,7,1,24,8,3,9.7,425,82,15,4,0,0,0,0,0,0,2.3,0.7,0.3,0.1,0,1.9,5.3,77,418.7,173.3,100.1,59,14.5,3.5,175,13,3.5,203.3,1,0.000694,100.2
11/11/16,Game  Practice,P17,Wide Defender,11/11/16 18:04,14.1,Full,784.9,129.1,349.4,230.3,75.1,1.1,0,19.7,3.3,173,138.5,54.5,0,0,5.3,2.5,4.4,2,80.4,5,19,5,0,29,7,1,9.7,631,106,15,1,0,0,0,0,0,0,6.9,1.4,0.3,0.1,0,3.9,4.6,82.9,846.9,487.9,213.5,66.9,16.1,0,354,0,2.7,41.8,2,0.001389,200.2
11/11/16,Game practice,P17,Wide Defender,11/11/16 18:18,8.7,Full,909.7,84.5,311.6,348.9,102.5,56.5,5.7,26.2,6.3,173,158.6,59.8,0,0,0.2,1,2.4,5.1,159.4,5,28,5,0,26,10,2,17.1,911,153,22,9,2,1,0,0,0,0,5.4,1.9,0.4,0.1,0.1,4.6,8.8,163,991.1,434.1,310.6,96.6,44.5,21.9,414.2,1,3,64.1,6,0.004167,704.4
11/11/16,Set Play Practice,P17,Wide Defender,11/11/16 18:26,18.3,Full,70.1,55.4,14.7,0,0,0,0,7.1,0.2,132,111.2,24.1,0,4.6,13.3,0.4,0,0,0,0,1,0,0,2,0,0,0.7,66,3,0,0,0,0,0,0,0,0,1.6,0.1,0,0,0,0.4,0.4,0,87,63.7,5.8,0,0,0,36.4,0,0,0,0,0,0
11/11/16,Free Time,P17,Wide Defender,11/11/16 18:45,8.7,Full,346.2,98.4,147.4,74.8,25.6,0,0,17.3,2.4,164,128.2,22,0,2.3,0.1,4.4,1.8,0.1,27.5,3,18,2,1,18,6,3,5.2,307,46,8,1,0,0,0,0,0,0,3.7,0.6,0.2,0,0,1.9,3.6,44.4,407.1,220.2,81.5,37,7.4,0,170.1,0,3.2,34.6,0,0,0
11/11/16,Warm Up,P27,Defender,11/11/16 17:32,8,Full,475.7,119.7,187.8,137.3,29.8,1.1,0,19.6,3.6,169,117.3,17.5,0.2,3.6,1.3,1.2,1.6,0.1,41.6,4,17,4,0,10,3,1,10.2,565,74,21,2,1,0,1,3.1,0,13,4.9,0.7,0.1,0.1,0,2.4,5,44.8,512.3,324.8,105,26.1,17.8,0.9,214.1,1,2.8,36.5,2,0.001389,200.2
11/11/16,Acceleration Runs 3 x 30 90%,P27,Defender,11/11/16 17:41,2.6,Full,170.6,19.5,77.2,10.5,21.5,41.9,0,23.1,4,154,115.2,5.8,1,0.1,0.3,0.5,0.7,0,39,3,0,3,0,0,1,2,4.6,50,38,15,1,1,0,0,0,0,0,1.4,0,0,0.1,0.1,1,6.5,56,218.8,103.5,10.2,13.7,18.4,23.9,91.4,0,2.8,62.6,1,0.000694,100.2
11/11/16,Passing practice,P27,Defender,11/11/16 17:55,6.2,Full,342.2,72.5,135.8,110.9,23.1,0,0,15.8,3.3,188,149.8,34.3,0,0.6,0.3,1.4,1.6,2.2,33.1,12,20,11,1,24,11,0,12.7,502,140,23,5,0,0,0,0,0,0,2.8,0.6,0.3,0.1,0,1.9,5.2,68,415.9,190.5,82.9,50.7,15.5,1.8,173.8,10,3,152.2,0,0,0
11/11/16,Game  Practice,P27,Defender,11/11/16 18:04,14.1,Full,975.6,111.5,271.5,337.1,231.7,23.9,0,23,4.1,192,142.4,72.4,0.1,2.6,2.8,1.4,1.5,5.8,186.6,15,32,11,4,23,14,7,25.5,1004,214,63,11,3,0,1,2.8,0,12,5.9,1.8,0.7,0.3,0.1,5.2,6.2,240.2,1127.5,427.8,307.6,152.7,74,13.5,471.3,5,3.3,188.9,6,0.004167,671.4
11/11/16,Game practice,P27,Defender,11/11/16 18:18,8.7,Full,842,84.3,340.3,212.3,175.8,29.2,0,23,5.8,191,158.1,56.1,0,0,0.3,1.9,2.6,4,139.3,14,20,12,2,15,9,4,18.2,632,179,37,6,4,0,1,7.3,0,15,6,1.1,0.6,0.2,0,4.3,8.3,199.2,929.9,456.4,185.3,140,52.5,6.7,388.7,5,3.6,173.4,4,0.002778,418.3
11/11/16,Set Play Practice,P27,Defender,11/11/16 18:26,18.3,Full,241.1,123.4,74.8,24.4,14.1,4.4,0,19.9,0.8,145,105.6,22.3,0.7,11.1,5.2,1.3,0.1,0,14.1,4,6,3,1,9,3,1,4.9,172,41,14,2,0,0,0,0,0,0,3.9,0.2,0.1,0,0,1.4,1.3,30.3,295.8,186,24.7,17,10.9,2.5,123.7,1,3.5,27.1,0,0,0
11/11/16,Free Time,P27,Defender,11/11/16 18:45,8.7,Full,324.3,85.8,120.9,66.8,49.7,1.1,0,19.5,2.2,159,114.6,15.6,0.2,3.6,2.7,1.5,0.8,0,35.6,4,6,3,1,6,5,0,15.7,228,52,19,10,3,5,0,0,0,0,3.4,0.4,0.1,0.1,0,1.8,3.5,61.8,391,211,51.5,29.5,22.5,9.8,163.4,1,3.1,40,0,0,0
11/11/16,Warm Up,P22,Midfielder,11/11/16 17:32,8,Full,388.9,70.2,173.2,128.2,17.3,0,0,17.7,2.9,171,132.2,27.3,0,1.1,2.5,1.2,2.2,1,33.7,5,10,5,0,6,1,2,7.5,488,53,5,2,0,0,0,0,0,0,3.7,0.7,0.1,0,0,2,4.1,31.9,426.2,257.9,97.9,18.8,8.3,4.8,178.1,3,2.9,36.4,2,0.001389,200.4
11/11/16,Acceleration Runs 3 x 30 90%,P22,Midfielder,11/11/16 17:41,2.6,Full,177.3,11.5,93.2,7.6,17.5,42.1,5.5,25,4.1,169,139.5,10.9,0,0.1,0.9,0.4,0.7,0.5,44.2,3,0,0,3,1,0,3,3.6,51,23,7,3,0,0,0,0,0,0,1.3,0.1,0,0,0.1,1.1,7.4,54.6,245.7,103.8,18,5.3,9.6,39.6,102.7,0,3.7,61.8,1,0.000694,100
11/11/16,Passing practice,P22,Midfielder,11/11/16 17:55,6.2,Full,396.7,51.5,167.1,156,22.1,0,0,15.4,3.9,191,159.4,38.8,0,0,0.2,2.3,0.6,3,40.5,9,17,9,0,20,8,2,7,456,67,3,1,0,0,0,0,0,0,2.9,0.8,0.3,0.1,0,2.1,5.7,64.5,449.6,219.5,112,51.7,12.8,0,187.9,15,3.3,203.2,2,0.001389,203.4
11/11/16,Game  Practice,P22,Midfielder,11/11/16 18:04,14.1,Full,1233.8,127.1,340.8,522.7,219.5,23.7,0,24.4,5.2,196,157.5,89.8,0,0,1.7,3.3,1.9,7.3,217,12,53,8,4,28,15,8,23.9,1065,205,25,4,2,0,3,-6.5,5.7,34,6.9,2.7,0.7,0.2,0.1,6.4,7.5,226.6,1372.7,546.3,461,157.1,48.7,20.8,573.7,4,3.9,139,8,0.005556,937.6
11/11/16,Game practice,P22,Midfielder,11/11/16 18:18,8.7,Full,1019.9,62.1,376.5,359.5,147.4,68.7,5.6,25.4,7.1,191,168,70.4,0,0,0,0.5,2.1,6.1,190.8,10,26,9,1,25,15,1,17.6,922,131,18,4,0,2,3,-6.6,5,41,5.6,1.9,0.6,0.2,0,5.1,9.8,218.9,1097.8,487.7,311.8,143,60.3,15.6,458.8,4,3,148.6,6,0.004167,763.3
11/11/16,Set Play Practice,P22,Midfielder,11/11/16 18:26,18.3,Full,437.2,106,145.5,98.8,85.9,1.1,0,19.6,1.4,174,126.4,42.5,0,1.1,8.8,5.6,2.7,0.1,58.6,14,11,14,0,11,9,3,7.9,324,79,11,2,0,0,1,-4.2,0,13,4.3,0.5,0.3,0.2,0,2.6,2.3,113,551,254.4,69.8,66.6,37.6,8.9,230.3,6,2.8,100.4,0,0,0
11/11/16,Free Time,P22,Midfielder,11/11/16 18:45,8.7,Full,489.6,129.2,185.2,150.4,24.8,0,0,15.8,3.4,165,150.4,41.4,0,0,0,1.2,6.9,0.5,41,11,31,10,1,29,9,0,11.7,410,54,19,8,0,0,0,0,0,0,4.9,0.8,0.4,0.1,0,2.7,5.2,81.8,577.8,303.1,103.3,63.4,16,2.4,241.5,5,3,54.1,0,0,0
11/11/16,Warm Up,P27,Defender,11/11/16 17:32,8,Full,487.7,86,242.4,124.6,34.7,0,0,19.2,3.7,123,81.8,7,2.7,1.3,1.2,0,0,0,40.9,3,13,3,0,12,2,1,7.2,448,73,3,0,1,0,0,0,0,0,4.7,0.7,0.1,0,0,2.5,5.2,43.9,531.1,335.4,107,27.2,11.7,5,222,1,2.8,35.9,2,0.001389,200.1
11/11/16,Acceleration Runs 3 x 30 90%,P27,Defender,11/11/16 17:41,2.6,Full,180.8,14.3,92.2,10.4,22.3,41.7,0,23.5,4.2,121,94.5,2.8,0.5,0.6,1,0,0,0,38.3,3,0,1,2,0,0,3,2.3,45,29,6,0,0,0,0,0,0,0,1.4,0,0,0.1,0.1,1.1,6.9,53.8,229.8,111.8,13.6,12.5,19.3,22,96,0,3.4,63.2,1,0.000694,100.2
11/11/16,Passing practice,P27,Defender,11/11/16 17:55,6.2,Full,362.6,82.6,129.8,138.4,11.9,0,0,15,3.5,153,124.6,13.9,0.1,1.2,1.4,2.6,0.9,0,32.5,18,12,17,1,21,9,1,7.4,372,59,9,0,1,1,0,0,0,0,3.3,0.6,0.3,0.1,0,2,5.4,62.5,428.6,211.2,87.8,47.8,14.7,0,179.2,13,3.2,157.7,1,0.000694,100
11/11/16,Game  Practice,P27,Defender,11/11/16 18:04,14.1,Full,1167,103.6,330.6,415.9,264.6,52.3,0,23.6,5,169,124.5,43.5,1.2,4.4,1.7,2,3.4,1.5,238,13,37,11,2,25,10,8,16.3,1003,162,13,2,1,0,3,0.3,0.7,30,6.5,2.1,0.8,0.3,0.1,6,7.1,280.8,1301.4,518.2,366.9,186.7,73.9,20.2,543.9,5,4,152.3,7,0.004861,854.5
11/11/16,Game practice,P27,Defender,11/11/16 18:18,8.7,Full,1050.6,60.6,354.8,321.5,250.9,62.8,0,24.7,7.3,167,145.1,40.1,0,0.4,0.9,2.1,3,2.3,217.7,7,33,6,1,28,5,2,13.2,866,114,18,0,1,0,1,0.5,0,15,5.7,1.6,0.7,0.3,0,5.3,10.1,263.5,1134,492.9,293.4,175.1,80,8.3,474,2,3,84.3,7,0.004861,922.2
11/11/16,Set Play Practice,P27,Defender,11/11/16 18:26,18.3,Full,166.3,98.2,53.4,14.1,0.7,0,0,12.8,0.5,115,90.3,16.9,6.4,11.4,0.4,0,0,0,3.4,1,5,1,0,5,2,0,1.8,86,9,0,1,1,0,0,0,0,0,3.2,0.2,0,0,0,1,0.9,7.9,210.9,139,19.4,7.2,0.8,0,88.1,0,2.2,2.3,0,0,0
11/11/16,Free Time,P27,Defender,11/11/16 18:45,8.7,Full,644.2,67.4,287,80.9,114.3,94.7,0,24.6,4.5,155,107.2,15.5,3.3,1.5,1.1,1.5,1.2,0,126.4,11,7,6,5,7,3,4,10.1,360,101,16,1,2,0,3,4.3,4.6,55,5,0.5,0.2,0.2,0.1,3.4,6.6,169.5,740.4,379.4,94.8,72,62.3,35.2,309.5,7,4.3,202.9,3,0.002083,405.1
11/11/16,Warm Up,P18,Attacker,11/11/16 17:32,8,Full,462.4,71.7,211.6,140,29.7,9.3,0,21.3,3.5,141,114.3,13.6,0.4,3,1.9,2.7,0,0,47.9,6,7,3,3,16,2,0,8.5,469,74,15,0,0,0,0,0,0,0,4.1,0.8,0.1,0,0,2.4,5,43.7,510.6,294.5,121,20,12.9,10.8,213.4,5,3.3,53.7,2,0.001389,200.2
11/11/16,Acceleration Runs 3 x 30 90%,P18,Attacker,11/11/16 17:41,2.6,Full,191.3,11.7,100.7,8.3,18.9,51.6,0,24.7,4.4,142,118.3,5.3,0.2,0.8,0.2,1.4,0,0,41.5,3,0,0,3,0,1,2,2.9,78,16,9,0,0,0,0,0,0,0,1.5,0.1,0,0.1,0.1,1.2,7.6,59.7,252.7,113.3,16.6,11.2,22,26.5,105.6,0,3.7,65.5,1,0.000694,100.1
11/11/16,Passing practice,P18,Attacker,11/11/16 17:55,6.2,Full,409,50.6,172.1,170.2,16.1,0,0,15,4,164,142.7,26.7,0,0.3,0.9,0.8,3.6,0.6,40.6,7,26,7,0,29,10,0,7,456,80,5,0,0,0,0,0,0,0,3,0.9,0.3,0,0,2.2,6.1,61.4,481.7,214,131,51,7.3,3.1,201.3,4,2.5,111.4,1,0.000694,100
11/11/16,Game  Practice,P18,Attacker,11/11/16 18:04,14.1,Full,1228.2,52.7,313.6,448.2,359.3,54.4,0,24.3,5.2,175,144.1,76.1,0,0.8,4,1,1.6,6.9,287.5,7,41,6,1,29,8,6,25.8,1119,280,38,6,0,0,7,8.4,4.7,78,5,2.4,1.1,0.3,0,6.2,7.4,340.2,1342.2,445.9,439.6,256.3,74.5,9.4,561,2,3.2,109.9,8,0.005556,1014.1
11/11/16,Game practice,P18,Attacker,11/11/16 18:18,8.7,Full,1123.6,37.5,371.8,345.8,311.3,44.3,12.9,25.9,7.8,175,158,59.8,0,0,0.2,0.8,3,4.7,254.8,8,26,7,1,19,13,3,18.8,932,178,41,2,0,0,4,10.2,7.5,62,5.3,1.8,0.9,0.3,0,5.6,10.8,303.8,1214,478.9,335.9,211.9,83.2,8.8,507.4,3,3.2,177.9,7,0.004861,953.9
11/11/16,Set Play Practice,P18,Attacker,11/11/16 18:26,18.3,Full,363.8,103.4,174.6,51.4,34.4,0,0,15.9,1.2,150,120.8,35.1,0,2,9.5,5.4,1.4,0,26.4,11,10,8,2,13,4,2,5.3,214,48,8,0,0,0,0,0,0,0,4.5,0.3,0.2,0.1,0,2.2,2,61.2,463.6,259.9,37.6,32.4,22.6,6.1,193.7,6,3,76,0,0,0
11/11/16,Free Time,P18,Attacker,11/11/16 18:45,8.7,Full,326.4,63,202.8,42.7,17.9,0,0,14.4,2.3,154,130.8,22,0,0,2.4,4.6,1.7,0,17.7,2,12,2,0,12,6,0,5.8,116,36,9,5,0,0,0,0,0,0,3.7,0.4,0.2,0,0,1.8,3.4,29.6,385.5,240.7,52.1,27,2.6,0,161.1,0,2.6,19.2,0,0,0
11/11/16,Warm Up,P23,Attacker,11/11/16 17:32,8,Full,478.5,82.2,224.2,133.7,35.1,3.4,0,20.5,3.6,139,111.6,11.9,0.7,2.5,2.6,2.2,0,0,45.4,4,16,4,0,15,2,0,9.7,447,63,22,0,0,0,0,0,0,0,4.6,0.8,0.1,0.1,0,2.4,5.1,41.3,526.4,317.3,118.6,22,13.1,6.1,220,2,2.8,44.1,2,0.001389,200.5
11/11/16,Acceleration Runs 3 x 30 90%,P23,Attacker,11/11/16 17:41,2.6,Full,185.3,7.8,101.6,9.1,27.2,39.6,0,23.7,4.3,142,116.2,4.8,0.6,0.4,0.3,1.3,0,0,38.7,3,2,2,1,1,1,2,5.2,52,19,18,5,0,0,0,0,0,0,1.4,0.1,0,0,0.1,1.1,7.1,55.1,237.6,116.1,13,12.2,14.3,28.7,99.3,0,3.2,61.7,1,0.000694,100
11/11/16,Passing practice,P23,Attacker,11/11/16 17:55,6.2,Full,446.5,55.6,187.6,169.3,34.1,0,0,16.1,4.4,152,129.3,16,0,0.7,1.6,2.2,1.6,0,50.6,6,26,5,1,26,9,0,11.8,511,109,16,6,0,0,0,0,0,0,3.1,1,0.3,0,0,2.3,6.3,67.7,499.9,239.9,137.8,57,10.6,0,208.9,4,3.3,154.6,3,0.002083,300.6
11/11/16,Game  Practice,P23,Attacker,11/11/16 18:04,14.1,Full,1187.4,86.9,395,358.9,298.5,48.1,0,24.6,5,168,124.9,41.4,1.2,3.8,1.8,2.6,3.7,1.2,237.1,4,34,3,1,29,8,4,30.6,962,258,53,9,4,1,2,-1.3,1.3,27,6.3,2.2,0.8,0.3,0,6,7.1,281.8,1298.7,519.5,386.1,185.5,90,6.3,542.8,0,3.3,41.5,7,0.004861,890.7
11/11/16,Game practice,P23,Attacker,11/11/16 18:18,8.7,Full,1044.9,56,342.7,339.5,203.5,86.2,17,26.4,7.2,166,145.8,39,0,0,0.7,3.1,3.2,1.6,243.8,8,25,7,1,22,12,1,25.8,919,215,58,11,2,0,0,0,0,0,5.2,2,0.6,0.3,0,5.3,10.2,254.8,1138.8,437.8,350.7,162.8,80.8,11.2,476,1,3.7,168.4,7,0.004861,858.6
11/11/16,Set Play Practice,P23,Attacker,11/11/16 18:26,18.3,Full,375.3,113.5,164,92.8,5,0,0,13.6,1.2,158,117.2,32.8,0.1,6.5,5.4,5.2,1.1,0,20.9,10,12,9,1,21,10,4,12.5,283,60,20,6,3,1,0,0,0,0,4.8,0.5,0.2,0.1,0,2.2,2,49.3,484.3,265.7,60.3,30.5,17.4,1.5,202.4,4,3.2,46.5,0,0,0
11/11/16,Free Time,P23,Attacker,11/11/16 18:45,8.7,Full,448.3,92.6,172.3,159.1,24.2,0,0,15.9,3.1,155,119.5,16.3,0,2.1,3.8,1.9,0.9,0,42.5,2,13,2,0,10,8,2,14.2,353,70,9,3,2,4,0,0,0,0,4.2,0.9,0.2,0,0,2.4,4.6,43.8,510.3,265.8,138.4,38.9,4.9,0,213.3,0,2.3,7.8,0,0,0
11/11/16,Warm Up,P19,Defender,11/11/16 17:32,8,Full,436.6,78.4,202.7,128,27.5,0,0,17.7,3.3,159,134.3,24.2,0,0.3,2.2,2.7,2.7,0,38.5,7,14,6,1,8,2,2,5.8,506,30,5,1,0,0,0,0,0,0,4.1,0.7,0.1,0.1,0,2.2,4.7,42.6,481.2,286.8,105.4,25.2,12.8,4.6,201.1,5,3.1,50.6,2,0.001389,200.1
11/11/16,Acceleration Runs 3 x 30 90%,P19,Defender,11/11/16 17:41,2.6,Full,180.5,10.3,95.8,6.4,17.7,49,1.4,25.1,4.2,165,138.4,10.3,0,0.1,0.9,0.4,0.9,0.3,41.5,3,0,1,2,0,0,3,2.9,80,9,10,1,0,0,0,0,0,0,1.3,0.1,0,0.1,0.1,1.1,7.4,59.1,247,104.4,16,9.4,22.6,27.1,103.2,0,3.8,62.9,1,0.000694,100.1
11/11/16,Passing practice,P19,Defender,11/11/16 17:55,6.2,Full,379.4,47.5,136.6,138.6,56.8,0,0,17.5,3.7,184,163.5,45.2,0,0,0,1,1.4,3.8,55.6,11,18,11,0,17,8,0,6.9,517,67,4,1,0,0,0,0,0,0,2.5,0.7,0.3,0.1,0,2.1,5.6,73.7,441.4,189.7,115.7,49.1,22.7,2,184.5,9,3.2,196.7,2,0.001389,200.6
11/11/16,Game  Practice,P19,Defender,11/11/16 18:04,14.1,Full,1136.6,88.9,381.8,472.8,179.9,13.3,0,23.4,4.8,192,163.6,97.4,0,0,0,4.7,1.5,7.9,179.3,14,24,14,0,29,9,2,13.6,1223,84,6,4,0,1,1,9.7,0,10,6.7,2.3,0.6,0.2,0,5.6,6.7,189.1,1216.5,548.3,398.2,130.1,56,3.1,508.4,8,2.8,131.2,7,0.004861,815.9
11/11/16,Game practice,P19,Defender,11/11/16 18:18,8.7,Full,939.9,61.5,377.5,235.4,184.6,81,0,23.9,6.5,189,174.5,77.5,0,0,0,0,1.8,6.8,184.1,12,12,12,0,22,7,2,10.5,755,99,9,2,0,0,2,0.7,6.6,22,5.9,1.3,0.5,0.3,0.1,4.7,9.1,214.3,1015.2,484,238.5,123.2,74.9,16.1,424.3,5,3,228.7,7,0.004861,782.6
11/11/16,Set Play Practice,P19,Defender,11/11/16 18:26,18.3,Full,250.7,111.5,91.3,47.3,0.7,0,0,12.7,0.8,163,138.8,60.8,0,0,1.6,10.3,6.2,0.2,9.6,6,9,5,1,11,6,0,4.2,223,38,4,1,1,0,0,0,0,0,3.5,0.3,0.1,0,0,1.4,1.3,27.2,298.3,187,36.5,20.6,6.6,0,124.7,1,3.2,22.6,0,0,0
11/11/16,Free Time,P19,Defender,11/11/16 18:45,8.7,Full,392.3,128.4,142.9,116.3,4.7,0,0,12.9,2.7,161,150.1,41.4,0,0,0.1,1.7,6.8,0,24.8,4,25,4,0,13,11,5,8.2,407,18,10,11,0,0,0,0,0,0,4.3,0.7,0.2,0,0,2.2,4.1,45.2,463.2,248.3,98.4,38.7,6.5,0,193.6,0,2.4,14.2,0,0,0
11/11/16,Warm Up,P04,Midfielder,11/11/16 17:32,8,Full,401,71.4,189.5,126.9,13.3,0,0,16.1,3,158,129.2,19.5,0,1.4,2.9,1.5,2.2,0,32.8,5,11,3,2,12,3,0,5.5,486,31,3,1,0,0,0,0,0,0,3.8,0.8,0.1,0,0,2.1,4.3,27.2,441.9,265.7,106.2,16.7,5.3,5.2,184.7,2,3.3,32,1,0.000694,100.3
11/11/16,Acceleration Runs 3 x 30 90%,P04,Midfielder,11/11/16 17:41,2.6,Full,166.1,6.8,87.9,6.6,20.4,44.5,0,24.6,3.9,162,134.4,8,0,0.8,0.2,0.5,1.1,0,37.5,3,0,0,3,0,0,3,2,85,11,5,2,0,0,0,0,0,0,1.2,0.1,0,0.1,0.1,1.1,7,59.3,234.4,92,13.6,4.3,30,25,98,0,3.7,62.9,0,0,0
11/11/16,Passing practice,P04,Midfielder,11/11/16 17:55,6.2,Full,345.1,42.2,116.1,104.6,82.3,0,0,18.6,3.4,181,152.3,33.7,0,0,1.5,0.9,1.3,2.4,60.2,11,12,9,2,15,8,1,5.4,380,47,5,0,0,0,0,0,0,0,2.2,0.6,0.3,0.1,0,2,5.3,92.5,422.3,160.5,92.1,56.8,32.2,3.5,176.5,11,3.3,215.8,1,0.000694,100.1
